bedrooms,bathrooms,toilets,parking_space,property_type,town,state,total_rooms,price
5,5,5,4,Detached Duplex,Magodo,Lagos,19,160000000
4,2,2,4,Detached Bungalow,Port Harcourt,Rivers,12,25000000
7,7,8,3,Detached Duplex,Apo,Abuja,25,100000000
3,3,4,4,Block of Flats,Lekki,Lagos,14,20000000
4,5,5,4,Detached Duplex,Ikeja,Lagos,18,80000000
4,4,5,4,Detached Duplex,Magodo,Lagos,17,45000000
4,4,5,5,Detached Duplex,Ikoyi,Lagos,18,235000000
4,5,5,4,Detached Duplex,Ibadan,Oyo,18,60000000
3,4,4,3,Semi Detached Bungalow,Kaduna North,Kaduna,14,30000000
9,1,1,1,Block of Flats,Ikoyi,Lagos,12,25000000
9,5,1,4,Detached Duplex,Lekki,Lagos,19,260000000
4,4,5,5,Semi Detached Duplex,Lokogoma District,Abuja,18,45000000
4,5,5,4,Detached Duplex,Owerri Municipal,Imo,18,55000000
5,5,6,3,Detached Duplex,Ajah,Lagos,19,58000000
4,4,5,4,Terraced Duplexes,Katampe,Abuja,17,125000000
6,6,7,4,Detached Duplex,Owerri Municipal,Imo,23,85000000
4,4,5,4,Detached Bungalow,Oluyole,Oyo,17,50000000
4,1,1,4,Block of Flats,Ibadan,Oyo,10,90000000
2,1,1,1,Block of Flats,Ajah,Lagos,5,85000000
3,5,5,4,Block of Flats,Magboro,Ogun,17,30000000
4,6,6,4,Semi Detached Duplex,Lekki,Lagos,20,80000000
5,5,5,5,Detached Duplex,Lekki,Lagos,20,320000000
2,2,2,4,Detached Bungalow,Ifako-Ijaiye,Lagos,10,8500000
8,7,8,3,Detached Bungalow,Ejigbo,Lagos,26,60000000
9,8,9,8,Detached Duplex,Mowe Ofada,Ogun,34,35000000
3,3,3,4,Detached Bungalow,Ajah,Lagos,13,38000000
5,6,6,8,Detached Duplex,Alimosho,Lagos,25,20000000
3,2,2,4,Block of Flats,Ifako-Ijaiye,Lagos,11,30000000
3,3,4,3,Terraced Bungalow,Gwagwalada,Abuja,13,10500000
5,5,5,4,Detached Bungalow,Gbagada,Lagos,19,65000000
4,4,5,4,Detached Duplex,Apo,Abuja,17,55000000
4,5,5,4,Detached Bungalow,Obio-Akpor,Rivers,18,8000000
4,5,5,4,Detached Bungalow,Eket,Akwa Ibom,18,25000000
5,5,6,9,Detached Duplex,Magodo,Lagos,25,100000000
4,4,5,4,Terraced Duplexes,Durumi,Abuja,17,70000000
5,5,7,1,Detached Duplex,Lekki,Lagos,18,270000000
4,4,5,4,Terraced Duplexes,Ikeja,Lagos,17,180000000
3,3,3,4,Detached Duplex,Lekki,Lagos,13,45000000
5,5,7,8,Detached Duplex,Lekki,Lagos,25,380000000
3,5,4,3,Terraced Duplexes,Lekki,Lagos,15,34000000
3,3,4,4,Detached Bungalow,Port Harcourt,Rivers,14,35000000
7,7,9,1,Detached Duplex,Victoria Island (VI),Lagos,24,330000000
4,4,5,3,Detached Duplex,Karsana,Abuja,16,45500000
3,3,4,5,Detached Bungalow,Ajah,Lagos,15,20000000
3,3,4,2,Detached Bungalow,Ifako-Ijaiye,Lagos,12,12500000
4,5,5,4,Detached Bungalow,Kurudu,Abuja,18,17000000
6,5,6,5,Detached Duplex,Lekki,Lagos,22,440000000
4,4,5,1,Detached Duplex,Ajah,Lagos,14,28500000
4,5,6,4,Terraced Duplexes,Guzape District,Abuja,19,55000000
3,3,4,3,Terraced Duplexes,Katampe,Abuja,13,85000000
4,5,6,4,Terraced Duplexes,Jahi,Abuja,19,70000000
3,8,8,6,Block of Flats,Ifako-Ijaiye,Lagos,25,18000000
4,4,4,4,Semi Detached Bungalow,Lekki,Lagos,16,90000000
2,2,2,5,Detached Bungalow,Isolo,Lagos,11,7000000
4,4,4,4,Detached Bungalow,Gbagada,Lagos,16,55000000
4,5,5,4,Detached Duplex,Oredo,Edo,18,30000000
3,2,2,4,Semi Detached Bungalow,Sango Ota,Ogun,11,22000000
6,6,7,4,Detached Duplex,Agege,Lagos,23,53000000
3,5,4,4,Block of Flats,Lekki,Lagos,16,35000000
3,3,4,1,Detached Bungalow,Port Harcourt,Rivers,11,65000000
3,5,5,4,Block of Flats,Ikorodu,Lagos,17,50000000
3,5,5,4,Semi Detached Duplex,Ibeju Lekki,Lagos,17,33000000
6,7,7,6,Detached Duplex,Magodo,Lagos,26,134000000
4,4,5,6,Detached Duplex,Galadimawa,Abuja,19,35000000
3,3,4,4,Terraced Duplexes,Lokogoma District,Abuja,14,39000000
3,3,3,3,Terraced Duplexes,Victoria Island (VI),Lagos,12,185000000
4,5,6,6,Semi Detached Duplex,Lekki,Lagos,21,170000000
4,4,5,4,Semi Detached Duplex,Lokogoma District,Abuja,17,45000000
6,6,7,4,Detached Duplex,Ikorodu,Lagos,23,85000000
6,4,4,4,Detached Duplex,Surulere,Lagos,18,90000000
2,2,2,1,Block of Flats,Ifo,Ogun,7,8500000
3,3,4,1,Detached Bungalow,Lokogoma District,Abuja,11,35000000
5,5,6,6,Detached Duplex,Lekki,Lagos,22,149900000
7,7,7,2,Detached Duplex,Port Harcourt,Rivers,23,240000000
3,3,3,1,Detached Duplex,Lekki,Lagos,10,40000000
5,5,6,7,Detached Duplex,Lekki,Lagos,23,160000000
6,6,7,5,Detached Duplex,Lekki,Lagos,24,250000000
2,5,5,4,Block of Flats,Ibadan,Oyo,16,8000000
3,3,4,4,Terraced Duplexes,Life Camp,Abuja,14,17500000
7,7,7,4,Detached Duplex,Guzape District,Abuja,25,400000000
4,4,5,3,Semi Detached Duplex,Victoria Island (VI),Lagos,16,240000000
4,5,5,4,Block of Flats,Owerri Municipal,Imo,18,19000000
6,8,8,1,Detached Duplex,Enugu,Enugu,23,78000000
4,4,5,6,Terraced Duplexes,Wuse 2,Abuja,19,160000000
4,5,5,4,Terraced Duplexes,Jahi,Abuja,18,50000000
4,4,5,1,Semi Detached Duplex,Jahi,Abuja,14,200000000
6,2,2,8,Detached Bungalow,Alimosho,Lagos,18,15000000
5,5,6,4,Terraced Duplexes,Ikeja,Lagos,20,65000000
4,4,5,5,Detached Duplex,Galadimawa,Abuja,18,80000000
4,4,5,8,Semi Detached Duplex,Asokoro District,Abuja,21,75000000
3,2,2,4,Block of Flats,Ibadan,Oyo,11,40000000
7,8,8,5,Detached Duplex,Gwarinpa,Abuja,28,400000000
5,6,6,5,Detached Duplex,Lugbe District,Abuja,22,130000000
3,2,2,6,Block of Flats,Ikotun,Lagos,13,55000000
4,5,5,4,Detached Duplex,Ibadan,Oyo,18,55000000
5,6,6,3,Detached Duplex,Lekki,Lagos,20,320000000
4,6,6,4,Detached Duplex,Lekki,Lagos,20,150000000
3,4,4,4,Detached Bungalow,Life Camp,Abuja,15,45000000
7,5,5,4,Detached Duplex,Guzape District,Abuja,21,350000000
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,17,60000000
4,4,6,4,Terraced Duplexes,Apo,Abuja,18,65000000
6,6,7,8,Detached Duplex,Isheri North,Lagos,27,160000000
4,4,5,4,Detached Duplex,Lekki,Lagos,17,92000000
3,4,4,4,Terraced Duplexes,Ajah,Lagos,15,43750000
4,4,5,3,Terraced Duplexes,Wuse 2,Abuja,16,160000000
3,3,4,4,Terraced Duplexes,Ajah,Lagos,14,29500000
4,4,5,9,Detached Duplex,Port Harcourt,Rivers,22,50000000
1,1,1,4,Block of Flats,Ayobo,Lagos,7,20000000
6,6,7,1,Detached Duplex,Ejigbo,Lagos,20,120000000
4,4,5,1,Detached Bungalow,Ajah,Lagos,14,40000000
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,18,265000000
4,5,5,4,Block of Flats,Ibeju Lekki,Lagos,18,26000000
4,4,5,3,Semi Detached Bungalow,Lekki,Anambara,16,65000000
5,5,5,4,Detached Duplex,Ikoyi,Lagos,19,520000000
5,5,6,6,Detached Duplex,Apo,Abuja,22,70000000
2,2,3,4,Block of Flats,Obafemi Owode,Ogun,11,30000000
3,3,3,6,Detached Bungalow,Asaba,Delta,15,7000000
2,2,2,1,Detached Bungalow,Ayobo,Lagos,7,16000000
5,8,8,8,Detached Duplex,Oluyole,Oyo,29,70000000
7,7,8,1,Detached Duplex,Lekki,Lagos,23,350000000
4,4,5,4,Detached Bungalow,Enugu,Enugu,17,29000000
4,4,5,5,Semi Detached Duplex,Ikoyi,Lagos,18,250000000
4,4,5,4,Detached Duplex,Life Camp,Abuja,17,98000000
3,3,4,4,Detached Duplex,Lekki,Lagos,14,45000000
5,4,7,9,Detached Duplex,Port Harcourt,Rivers,25,50000000
5,5,6,4,Detached Duplex,Kafe,Abuja,20,65000000
6,6,7,6,Detached Duplex,Lekki,Lagos,25,500000000
4,4,5,3,Terraced Bungalow,Lekki,Lagos,16,70000000
2,2,3,6,Block of Flats,Ikorodu,Lagos,13,45000000
4,4,5,3,Terraced Duplexes,Life Camp,Abuja,16,42000000
4,5,6,3,Semi Detached Duplex,Lekki,Lagos,18,76000000
3,5,5,4,Semi Detached Bungalow,Ibeju Lekki,Lagos,17,16000000
4,5,6,4,Semi Detached Duplex,Lekki,Lagos,19,110000000
6,5,5,4,Detached Duplex,Life Camp,Abuja,20,63500000
4,4,5,4,Semi Detached Duplex,Ikeja,Lagos,17,135000000
5,5,5,3,Detached Duplex,Lekki,Lagos,18,95000000
4,4,5,4,Detached Duplex,Amuwo Odofin,Lagos,17,90000000
6,6,7,4,Detached Duplex,Ikeja,Lagos,23,180000000
4,4,5,2,Terraced Duplexes,Ajah,Lagos,15,43000000
4,3,4,4,Detached Bungalow,Ikotun,Lagos,15,14999000
4,5,5,7,Detached Duplex,Gwarinpa,Abuja,21,160000000
4,4,5,4,Detached Bungalow,Ajah,Lagos,17,43000000
6,6,6,6,Detached Duplex,Asaba,Delta,24,90000000
4,4,5,4,Detached Duplex,Ayobo,Lagos,17,27000000
4,5,5,8,Detached Duplex,Ibeju Lekki,Lagos,22,48000000
4,4,4,4,Terraced Duplexes,Lokogoma District,Abuja,16,43000000
5,5,5,2,Detached Duplex,Lekki,Lagos,17,105000000
2,2,2,1,Block of Flats,Isheri,Lagos,7,18000000
5,6,6,8,Detached Duplex,Ibadan,Oyo,25,80000000
4,4,5,4,Block of Flats,Ikoyi,Lagos,17,500000000
5,5,5,1,Detached Duplex,Ajah,Lagos,16,90000000
3,3,4,3,Block of Flats,Life Camp,Abuja,13,28000000
5,5,6,2,Detached Duplex,Lekki,Lagos,18,80000000
5,5,5,4,Detached Bungalow,Oredo,Edo,19,25000000
3,3,4,6,Detached Duplex,Ikeja,Lagos,16,135000000
4,6,5,4,Detached Duplex,Oredo,Edo,19,95000000
5,5,6,8,Detached Duplex,Lekki,Lagos,24,205000000
4,5,5,5,Semi Detached Duplex,Lekki,Lagos,19,88000000
6,5,7,4,Detached Duplex,Apo,Abuja,22,85000000
4,5,6,4,Semi Detached Duplex,Lekki,Lagos,19,140000000
6,6,7,5,Detached Duplex,Apo,Abuja,24,110000000
4,4,5,3,Terraced Duplexes,Ibadan,Oyo,16,78000000
2,2,3,2,Block of Flats,Gaduwa,Abuja,9,18000000
4,5,5,4,Terraced Duplexes,Galadimawa,Abuja,18,35000000
5,6,8,1,Detached Duplex,Ibadan,Oyo,20,45000000
4,4,5,7,Terraced Duplexes,Maryland,Lagos,20,85000000
4,6,5,4,Terraced Duplexes,Guzape District,Abuja,19,130000000
3,3,4,4,Block of Flats,Ajah,Lagos,14,22900000
3,3,4,4,Detached Duplex,Lekki,Lagos,14,35000000
3,3,3,4,Detached Bungalow,Mowe Ofada,Ogun,13,11000000
5,6,6,6,Semi Detached Duplex,Ibadan,Oyo,23,80000000
5,5,6,4,Detached Duplex,Guzape District,Abuja,20,350000000
6,6,7,3,Detached Duplex,Ajah,Lagos,22,80000000
5,5,5,4,Detached Duplex,Maitama District,Abuja,19,215000000
6,5,7,5,Terraced Duplexes,Wuye,Abuja,23,75000000
5,6,6,3,Detached Duplex,Gwarinpa,Abuja,20,55000000
4,4,4,3,Terraced Duplexes,Gaduwa,Abuja,15,60000000
4,4,5,5,Detached Duplex,Katampe,Abuja,18,200000000
3,3,3,4,Detached Bungalow,Ojo,Lagos,13,22000000
4,5,5,4,Detached Duplex,Guzape District,Abuja,18,120000000
5,5,6,3,Detached Duplex,Lekki,Lagos,19,175000000
3,3,4,4,Detached Duplex,Ajah,Lagos,14,55000000
3,3,4,2,Terraced Duplexes,Ajah,Lagos,12,45000000
6,7,7,6,Detached Duplex,Isheri North,Lagos,26,150000000
4,4,5,5,Semi Detached Duplex,Guzape District,Abuja,18,70500000
4,4,5,5,Detached Bungalow,Owerri Municipal,Imo,18,60000000
4,4,4,4,Terraced Duplexes,Lekki,Lagos,16,100000000
5,5,5,4,Detached Bungalow,Enugu,Enugu,19,70000000
4,5,5,1,Detached Duplex,Ipaja,Lagos,15,17000000
2,2,3,6,Semi Detached Bungalow,Karu,Anambara,13,9500000
4,4,5,4,Detached Duplex,Agege,Lagos,17,80000000
5,5,6,4,Semi Detached Duplex,Ikoyi,Lagos,20,310000000
5,5,5,4,Detached Duplex,Ikeja,Lagos,19,80000000
6,7,7,1,Detached Duplex,Lekki,Lagos,21,380000000
3,4,4,2,Terraced Duplexes,Lekki,Lagos,13,37000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,17,145000000
2,2,3,2,Block of Flats,Ibeju Lekki,Lagos,9,10700000
5,5,5,4,Detached Duplex,Uyo,Akwa Ibom,19,35000000
4,4,5,2,Terraced Duplexes,Magodo,Lagos,15,95000000
4,4,5,4,Detached Duplex,Lekki,Lagos,17,135000000
5,5,6,6,Detached Duplex,Lekki,Lagos,22,128000000
1,5,2,6,Detached Bungalow,Ajah,Lagos,14,40000000
5,5,5,5,Detached Duplex,Isheri North,Lagos,20,75000000
6,6,7,5,Detached Duplex,Wuse,Abuja,24,250000000
4,5,6,4,Detached Duplex,Lekki,Lagos,19,130000000
9,3,6,4,Detached Duplex,Ajah,Lagos,22,200000000
4,5,5,4,Block of Flats,Ifo,Ogun,18,23000000
8,8,1,1,Detached Duplex,Oluyole,Oyo,18,105000000
5,5,6,8,Detached Duplex,Lokogoma District,Abuja,24,45000000
8,5,5,4,Detached Duplex,Kaura,Abuja,22,220000000
3,5,5,4,Detached Bungalow,Egbe,Lagos,17,35000000
6,5,5,4,Block of Flats,Ilorin South,Kwara,20,5000000
2,3,3,3,Block of Flats,Lekki,Lagos,11,25000000
6,5,5,4,Detached Duplex,Surulere,Lagos,20,140000000
3,5,4,4,Terraced Duplexes,Lekki,Lagos,16,65000000
5,5,6,4,Terraced Duplexes,Ikeja,Lagos,20,185000000
4,3,5,2,Semi Detached Duplex,Lekki,Lagos,14,57000000
4,4,4,5,Detached Bungalow,Owerri Municipal,Imo,17,23000000
2,2,3,2,Block of Flats,Lekki,Lagos,9,63000000
5,6,7,4,Detached Duplex,Ikoyi,Lagos,22,6000000
6,7,7,1,Detached Duplex,Asokoro District,Abuja,21,150000000
5,5,6,5,Detached Duplex,Katampe,Abuja,21,200000000
5,4,5,3,Semi Detached Bungalow,Lekki,Lagos,17,57000000
2,2,2,1,Block of Flats,Udu,Delta,7,38000000
5,7,7,8,Detached Duplex,Lekki,Lagos,27,450000000
6,6,7,8,Detached Duplex,Isheri North,Lagos,27,155000000
4,5,5,4,Block of Flats,Oredo,Edo,18,32000000
4,5,5,4,Detached Bungalow,Enugu,Enugu,18,50000000
5,5,6,8,Detached Duplex,Asokoro District,Abuja,24,200000000
6,5,5,1,Detached Duplex,Oluyole,Oyo,17,70000000
4,3,4,4,Detached Duplex,Ibadan North-East,Oyo,15,55000000
6,5,5,4,Detached Duplex,Ojodu,Lagos,20,50000000
3,3,3,4,Detached Bungalow,Ikorodu,Lagos,13,8000000
4,4,5,1,Detached Duplex,Lekki,Lagos,14,190000000
3,2,2,3,Block of Flats,Maryland,Lagos,10,300000000
4,6,6,3,Terraced Duplexes,Life Camp,Abuja,19,60000000
4,5,5,4,Block of Flats,Owerri West,Imo,18,60000000
6,3,3,5,Detached Bungalow,Apapa,Lagos,17,26000000
2,2,3,4,Semi Detached Bungalow,Lekki,Lagos,11,27000000
4,5,5,4,Detached Bungalow,Akure,Anambara,18,13000000
2,5,5,4,Block of Flats,Life Camp,Abuja,16,16000000
4,4,5,7,Semi Detached Duplex,Maryland,Lagos,20,180000000
4,5,5,4,Terraced Bungalow,Ikorodu,Lagos,18,16500000
7,7,5,4,Detached Duplex,Isolo,Lagos,23,75000000
3,3,4,6,Semi Detached Bungalow,Lokogoma District,Abuja,16,31000000
4,3,4,2,Block of Flats,Gbagada,Lagos,13,55000000
4,4,5,4,Semi Detached Duplex,Ikoyi,Lagos,17,400000000
6,6,7,5,Detached Duplex,Port Harcourt,Rivers,24,48000000
3,3,4,4,Semi Detached Duplex,Idu Industrial,Abuja,14,23000000
4,5,5,4,Detached Bungalow,Danja,Katsina,18,15000000
6,6,7,3,Terraced Duplexes,Wuye,Abuja,22,77000000
3,3,4,4,Detached Bungalow,Ibadan,Oyo,14,9500000
4,4,5,4,Detached Duplex,Karsana,Abuja,17,75000000
5,5,6,7,Terraced Duplexes,Gwarinpa,Abuja,23,120000000
5,5,6,6,Detached Duplex,Lekki,Lagos,22,87000000
5,5,5,6,Detached Duplex,Lekki,Lagos,21,96000000
4,5,5,3,Terraced Duplexes,Maitama District,Abuja,17,220000000
4,4,5,2,Terraced Duplexes,Ikeja,Lagos,15,90000000
5,5,5,5,Detached Duplex,Victoria Island (VI),Lagos,20,235000000
3,3,4,4,Detached Duplex,Ikoyi,Lagos,14,550000000
4,5,5,4,Terraced Duplexes,Wuse,Abuja,18,120000000
5,5,5,4,Block of Flats,Oredo,Edo,19,55000000
6,6,7,1,Detached Duplex,Maitama District,Abuja,20,400000000
3,4,4,4,Semi Detached Duplex,Ojodu,Lagos,15,55000000
3,5,5,4,Detached Bungalow,Ikeja,Lagos,17,45000000
4,5,5,6,Detached Duplex,Ajah,Lagos,20,75000000
3,3,4,3,Block of Flats,Ajah,Lagos,13,22900000
5,5,5,4,Detached Duplex,Ibadan,Oyo,19,8000000
5,5,5,4,Detached Duplex,Lekki,Lagos,19,97000000
8,1,1,2,Detached Duplex,Victoria Island (VI),Lagos,12,380000000
4,5,5,4,Detached Bungalow,Alimosho,Lagos,18,31000000
4,4,5,5,Semi Detached Duplex,Lekki,Lagos,18,140000000
4,5,6,3,Terraced Duplexes,Ajah,Lagos,18,45000000
4,4,5,8,Detached Duplex,Lokogoma District,Abuja,21,20000000
7,8,9,5,Detached Duplex,Lekki,Lagos,29,380000000
3,4,4,3,Detached Bungalow,Mowe Ofada,Ogun,14,16000000
4,5,6,5,Semi Detached Duplex,Ajah,Lagos,20,70000000
7,7,8,4,Detached Duplex,Lekki,Lagos,26,250000000
4,4,5,3,Terraced Duplexes,Katampe,Abuja,16,85000000
6,7,7,6,Detached Duplex,Ibadan,Oyo,26,260000000
5,5,6,5,Terraced Duplexes,Kaura,Abuja,21,50000000
2,2,3,3,Semi Detached Bungalow,Kubwa,Abuja,10,18000000
3,3,3,1,Detached Bungalow,Alimosho,Lagos,10,13000000
4,4,5,4,Semi Detached Duplex,Katampe,Abuja,17,150000000
3,2,2,4,Semi Detached Bungalow,Owerri Municipal,Imo,11,15000000
3,4,4,4,Detached Bungalow,Abeokuta North,Ogun,15,25000000
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,15,51000000
4,4,5,3,Block of Flats,Wuye,Abuja,16,30000000
5,5,6,4,Detached Duplex,Owerri Municipal,Imo,20,40000000
4,5,5,3,Semi Detached Duplex,Lekki,Lagos,17,110000000
4,5,5,4,Detached Duplex,Lekki,Lagos,18,87000000
3,3,4,2,Detached Bungalow,Ajah,Lagos,12,35000000
3,5,2,4,Block of Flats,Oredo,Edo,14,25000000
5,5,6,7,Detached Duplex,Apo,Abuja,23,40000000
2,2,2,6,Detached Bungalow,Ibafo,Ogun,12,10000000
3,3,4,4,Block of Flats,Ikeja,Lagos,14,65000000
4,5,5,4,Terraced Duplexes,Ajah,Lagos,18,39000000
4,4,5,1,Detached Bungalow,Alimosho,Lagos,14,35000000
4,4,5,4,Detached Duplex,Ajah,Lagos,17,73000000
4,5,5,4,Detached Duplex,Ikoyi,Lagos,18,290000000
4,5,5,6,Detached Duplex,Lekki,Lagos,20,36000000
4,5,5,6,Detached Duplex,Port Harcourt,Rivers,20,40000000
6,6,7,8,Detached Duplex,Magodo,Lagos,27,155000000
6,5,5,4,Detached Duplex,Victoria Island (VI),Lagos,20,450000000
3,3,4,1,Detached Bungalow,Obafemi Owode,Ogun,11,15000000
3,4,4,3,Terraced Duplexes,Durumi,Abuja,14,35000000
3,3,4,5,Semi Detached Bungalow,Ibeju Lekki,Anambara,15,18000000
3,3,4,1,Terraced Bungalow,Ajah,Lagos,11,42000000
5,5,6,4,Detached Duplex,Ikoyi,Lagos,20,360000000
4,4,4,4,Detached Bungalow,Ajah,Lagos,16,10000000
4,4,5,8,Detached Duplex,Ipaja,Lagos,21,33000000
2,2,2,4,Detached Bungalow,Ikeja,Lagos,10,15000000
3,2,3,8,Detached Bungalow,Ikorodu,Lagos,16,12000000
5,6,6,1,Detached Duplex,Ibadan,Oyo,18,70000000
6,7,8,4,Detached Duplex,Lekki,Lagos,25,140000000
3,3,4,2,Detached Duplex,Gbagada,Lagos,12,62000000
4,4,5,4,Detached Duplex,Ikoyi,Lagos,17,260000000
3,2,3,4,Detached Bungalow,Lekki,Lagos,12,22000000
2,2,3,4,Semi Detached Bungalow,Lekki,Lagos,11,25000000
4,3,5,2,Terraced Duplexes,Ikoyi,Lagos,14,295000000
5,5,6,9,Detached Duplex,Lekki,Lagos,25,92000000
8,8,1,4,Detached Duplex,Asokoro District,Abuja,21,550000000
7,7,8,1,Detached Duplex,Ikotun,Lagos,23,120000000
3,3,3,4,Block of Flats,Ikeja,Lagos,13,125000000
4,4,5,4,Detached Duplex,Calabar,Cross River,17,25000000
4,5,5,5,Detached Duplex,Ibadan,Oyo,19,60000000
5,5,6,6,Detached Duplex,Amuwo Odofin,Lagos,22,125000000
1,1,1,2,Block of Flats,Gwarinpa,Abuja,5,80000000
3,5,5,4,Block of Flats,Yaba,Lagos,17,120000000
4,4,5,4,Detached Duplex,Kafe,Abuja,17,90000000
5,5,6,4,Terraced Duplexes,Jahi,Abuja,20,100000000
4,5,5,4,Terraced Duplexes,Lekki,Lagos,18,42000000
6,6,7,8,Detached Duplex,Isheri,Lagos,27,140000000
3,3,3,3,Detached Bungalow,Simawa,Ogun,12,23000000
3,3,4,4,Semi Detached Duplex,Lokogoma District,Abuja,14,29000000
3,2,3,6,Block of Flats,Kosofe,Lagos,14,35000000
3,4,4,2,Terraced Duplexes,Ikeja,Lagos,13,85000000
3,4,4,4,Semi Detached Duplex,Gwarinpa,Abuja,15,60000000
8,8,9,4,Detached Duplex,Ikorodu,Lagos,29,40000000
4,5,5,4,Terraced Duplexes,Jabi,Abuja,18,45000000
4,5,5,4,Detached Bungalow,Kurudu,Abuja,18,25000000
4,4,4,6,Detached Bungalow,Ifako-Ijaiye,Lagos,18,6000000
2,2,2,2,Block of Flats,Kubwa,Abuja,8,15000000
4,4,5,5,Detached Bungalow,Enugu,Enugu,18,25650000
5,5,5,4,Detached Duplex,Ajah,Lagos,19,95000000
3,3,3,4,Block of Flats,Ajah,Lagos,13,25000000
4,6,6,4,Terraced Duplexes,Kaura,Abuja,20,70000000
5,6,6,4,Detached Duplex,Life Camp,Abuja,21,75000000
5,5,6,6,Detached Duplex,Enugu,Enugu,22,135000000
5,6,6,8,Detached Duplex,Ajah,Lagos,25,72000000
5,5,6,8,Detached Duplex,Lekki,Lagos,24,210000000
4,4,5,4,Detached Duplex,Gwarinpa,Abuja,17,155000000
5,7,8,5,Detached Duplex,Ajah,Lagos,25,63000000
6,6,6,4,Detached Bungalow,Ikorodu,Lagos,22,7500000
2,5,5,4,Block of Flats,Owerri Municipal,Imo,16,40000000
3,5,5,4,Detached Bungalow,Yewa South,Ogun,17,1500000
4,5,5,4,Terraced Bungalow,Ibeju Lekki,Lagos,18,15862500
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,16,40000000
5,5,6,4,Semi Detached Duplex,Durumi,Abuja,20,300000000
4,5,6,3,Terraced Duplexes,Lekki,Lagos,18,155000000
4,5,5,4,Detached Bungalow,Ibadan,Oyo,18,7700000
5,6,6,3,Terraced Duplexes,Mabushi,Abuja,20,155000000
5,5,6,5,Detached Duplex,Ajah,Lagos,21,70000000
3,3,3,4,Block of Flats,Lekki,Lagos,13,40000000
5,5,6,1,Detached Duplex,Ikotun,Lagos,17,65000000
1,1,2,4,Block of Flats,Ajah,Lagos,8,90000000
2,2,2,6,Detached Bungalow,Ojo,Lagos,12,25000000
4,5,5,4,Block of Flats,Ajah,Lagos,18,50000000
4,5,6,3,Semi Detached Duplex,Ibeju Lekki,Lagos,18,63000000
6,8,9,5,Detached Duplex,Lekki,Lagos,28,350000000
3,4,4,5,Detached Bungalow,Mowe Ofada,Ogun,16,10500000
4,4,5,2,Detached Duplex,Ikorodu,Lagos,15,20000000
5,5,6,4,Detached Duplex,Victoria Island (VI),Lagos,20,350000000
6,6,7,8,Detached Duplex,Isolo,Lagos,27,80000000
3,5,4,4,Detached Duplex,Ipaja,Lagos,16,26000000
4,5,5,4,Terraced Duplexes,Katampe,Abuja,18,105000000
4,5,5,4,Detached Duplex,Lekki,Lagos,18,52000000
4,4,5,2,Semi Detached Duplex,Victoria Island (VI),Lagos,15,125000000
4,5,5,4,Detached Bungalow,Isolo,Lagos,18,20000000
8,8,9,6,Detached Duplex,Utako,Abuja,31,260000000
4,4,4,4,Semi Detached Duplex,Lekki,Lagos,16,62000000
4,6,6,3,Terraced Duplexes,Victoria Island (VI),Lagos,19,115000000
5,5,6,7,Detached Duplex,Lekki,Lagos,23,90000000
6,7,7,5,Detached Duplex,Lekki,Lagos,25,400000000
2,2,3,8,Detached Bungalow,Bwari,Abuja,15,10000000
4,4,5,7,Detached Duplex,Lekki,Lagos,20,150000000
3,4,4,2,Terraced Duplexes,Lekki,Lagos,13,65000000
4,5,5,4,Semi Detached Bungalow,Lekki,Lagos,18,130000000
3,4,4,2,Terraced Duplexes,Arepo,Ogun,13,34000000
5,5,6,4,Detached Duplex,Guzape District,Abuja,20,175000000
6,6,7,6,Detached Duplex,Maitama District,Abuja,25,400000000
4,5,5,4,Detached Bungalow,Kubwa,Abuja,18,24000000
4,5,5,8,Terraced Duplexes,Jahi,Abuja,22,45000000
3,4,5,3,Terraced Duplexes,Lekki,Lagos,15,49000000
1,1,1,4,Block of Flats,Gwagwalada,Abuja,7,150000000
4,4,5,4,Detached Bungalow,Ibeju Lekki,Lagos,17,38000000
4,4,5,3,Terraced Duplexes,Isheri North,Lagos,16,45000000
7,5,5,9,Detached Bungalow,Sango Ota,Ogun,26,9000000
4,5,6,4,Semi Detached Duplex,Lekki,Lagos,19,250000000
5,5,6,4,Terraced Duplexes,Wuye,Abuja,20,85000000
3,3,4,3,Detached Duplex,Lekki,Lagos,13,105000000
3,3,4,3,Block of Flats,Lekki,Lagos,13,35000000
4,4,4,4,Terraced Duplexes,Life Camp,Abuja,16,65000000
6,6,8,1,Detached Duplex,Ibadan South-West,Oyo,21,65000000
4,4,5,5,Semi Detached Duplex,Lokogoma District,Abuja,18,43000000
6,9,8,1,Detached Duplex,Maitama District,Abuja,24,400000000
4,4,4,4,Detached Duplex,Ajah,Lagos,16,43000000
4,5,5,4,Terraced Duplexes,Guzape District,Abuja,18,90500000
4,4,4,8,Detached Bungalow,Ayobo,Lagos,20,15000000
5,6,6,4,Detached Duplex,Maitama District,Abuja,21,250000000
6,6,7,4,Detached Duplex,Victoria Island (VI),Lagos,23,420000000
4,4,5,9,Detached Bungalow,Port Harcourt,Rivers,22,33000000
